entry,at,order
"turn: Q♠, J♣, 5♥ [2♣]",2020-10-01T04:19:52.921Z,160152599292400
"""Steven @ GWM99dqAoi"" calls 50",2020-10-01T04:19:52.114Z,160152599211500
"""andy @ x1ssluuc4S"" bets 50",2020-10-01T04:19:43.309Z,160152598331000
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:19:41.538Z,160152598153900
"flop:  [Q♠, J♣, 5♥]",2020-10-01T04:19:37.332Z,160152597733400
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:19:36.527Z,160152597652800
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:19:31.065Z,160152597106600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:19:28.940Z,160152596894100
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:19:28.044Z,160152596804500
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:19:15.663Z,160152595566400
"""andy @ x1ssluuc4S"" calls 30",2020-10-01T04:19:14.314Z,160152595431500
"""Steven @ GWM99dqAoi"" raises to 30",2020-10-01T04:19:11.066Z,160152595106700
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T04:19:03.748Z,160152594375010
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T04:19:03.748Z,160152594375009
"Your hand is 2♥, 6♥",2020-10-01T04:19:03.748Z,160152594375006
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8637) | #4 ""Cal @ C1JUuMhLYL"" (5356) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3875) | #8 ""AAron @ SgIZePqJyI"" (1825) | #9 ""meesh @ He9325iWeJ"" (2961) | #10 ""Steven @ GWM99dqAoi"" (3669)",2020-10-01T04:19:03.748Z,160152594375001
"-- starting hand #93  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T04:19:03.748Z,160152594375000
"""Steven @ GWM99dqAoi"" shows a 7♥, 2♥.",2020-10-01T04:19:01.331Z,160152594133200
"-- ending hand #92 --",2020-10-01T04:19:00.123Z,160152594012402
"""meesh @ He9325iWeJ"" collected 465 from pot",2020-10-01T04:19:00.123Z,160152594012401
"Uncalled bet of 400 returned to ""meesh @ He9325iWeJ""",2020-10-01T04:19:00.123Z,160152594012400
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:18:59.317Z,160152593931700
"""meesh @ He9325iWeJ"" bets 400",2020-10-01T04:16:53.561Z,160152581356200
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:16:48.337Z,160152580833800
"turn: 2♦, 2♠, K♥ [Q♥]",2020-10-01T04:16:00.744Z,160152576074600
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:15:59.936Z,160152575993700
"""meesh @ He9325iWeJ"" calls 155",2020-10-01T04:15:58.815Z,160152575881600
"""AAron @ SgIZePqJyI"" bets 155",2020-10-01T04:15:55.294Z,160152575529500
"flop:  [2♦, 2♠, K♥]",2020-10-01T04:15:45.655Z,160152574565600
"""meesh @ He9325iWeJ"" calls 50",2020-10-01T04:15:44.848Z,160152574484900
"""AAron @ SgIZePqJyI"" calls 50",2020-10-01T04:15:43.355Z,160152574335600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:15:38.428Z,160152573842900
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:15:37.535Z,160152573753600
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:15:26.389Z,160152572639000
"""andy @ x1ssluuc4S"" raises to 50",2020-10-01T04:15:24.782Z,160152572478300
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:15:23.159Z,160152572316000
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T04:15:20.503Z,160152572050600
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T04:15:16.644Z,160152571664510
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T04:15:16.644Z,160152571664509
"Your hand is K♦, 10♥",2020-10-01T04:15:16.644Z,160152571664506
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8687) | #4 ""Cal @ C1JUuMhLYL"" (5356) | #5 ""Andrew @ wLSIrWJs7w"" (1635) | #6 ""Justin @ _g_OqsZX-M"" (3880) | #8 ""AAron @ SgIZePqJyI"" (2030) | #9 ""meesh @ He9325iWeJ"" (2701) | #10 ""Steven @ GWM99dqAoi"" (3669)",2020-10-01T04:15:16.644Z,160152571664501
"-- starting hand #92  (No Limit Texas Hold'em) (dealer: ""Andrew @ wLSIrWJs7w"") --",2020-10-01T04:15:16.644Z,160152571664500
"-- ending hand #91 --",2020-10-01T04:15:13.731Z,160152571373202
"""andy @ x1ssluuc4S"" collected 65 from pot",2020-10-01T04:15:13.731Z,160152571373201
"Uncalled bet of 40 returned to ""andy @ x1ssluuc4S""",2020-10-01T04:15:13.731Z,160152571373200
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:15:12.926Z,160152571292600
"""andy @ x1ssluuc4S"" bets 40",2020-10-01T04:15:10.697Z,160152571069800
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T04:15:09.047Z,160152570904800
"flop:  [K♠, 7♠, 3♦]",2020-10-01T04:15:04.362Z,160152570436300
"""Justin @ _g_OqsZX-M"" calls 30",2020-10-01T04:15:03.553Z,160152570355400
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:15:02.664Z,160152570266500
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:14:48.619Z,160152568862000
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T04:14:44.060Z,160152568406100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:14:39.302Z,160152567930300
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:14:37.285Z,160152567728600
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:14:36.385Z,160152567638600
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T04:14:16.374Z,160152565637610
"""Andrew @ wLSIrWJs7w"" posts a small blind of 5",2020-10-01T04:14:16.374Z,160152565637609
"Your hand is A♥, 10♣",2020-10-01T04:14:16.374Z,160152565637606
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8652) | #4 ""Cal @ C1JUuMhLYL"" (5356) | #5 ""Andrew @ wLSIrWJs7w"" (1640) | #6 ""Justin @ _g_OqsZX-M"" (3910) | #8 ""AAron @ SgIZePqJyI"" (2030) | #9 ""meesh @ He9325iWeJ"" (2701) | #10 ""Steven @ GWM99dqAoi"" (3669)",2020-10-01T04:14:16.374Z,160152565637601
"-- starting hand #91  (No Limit Texas Hold'em) (dealer: ""Cal @ C1JUuMhLYL"") --",2020-10-01T04:14:16.374Z,160152565637600
"-- ending hand #90 --",2020-10-01T04:14:09.841Z,160152564984202
"""Cal @ C1JUuMhLYL"" collected 560 from pot with Flush, Ah High (combination: A♥, J♥, 9♥, 7♥, 4♥)",2020-10-01T04:14:09.841Z,160152564984201
"""Cal @ C1JUuMhLYL"" shows a A♥, 4♥.",2020-10-01T04:14:09.841Z,160152564984200
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:14:09.036Z,160152564903600
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:14:08.001Z,160152564800200
"river: J♥, 8♣, 5♣, 7♥ [9♥]",2020-10-01T04:14:01.915Z,160152564192100
"""Cal @ C1JUuMhLYL"" calls 140",2020-10-01T04:14:01.104Z,160152564110400
"""AAron @ SgIZePqJyI"" bets 140",2020-10-01T04:14:00.053Z,160152564005400
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:13:56.884Z,160152563688500
"turn: J♥, 8♣, 5♣ [7♥]",2020-10-01T04:13:54.999Z,160152563500100
"""Cal @ C1JUuMhLYL"" calls 75",2020-10-01T04:13:54.193Z,160152563419300
"""AAron @ SgIZePqJyI"" bets 75",2020-10-01T04:13:52.709Z,160152563271200
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:13:50.383Z,160152563038400
"flop:  [J♥, 8♣, 5♣]",2020-10-01T04:13:48.003Z,160152562800500
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:13:47.196Z,160152562719700
"""Cal @ C1JUuMhLYL"" calls 60",2020-10-01T04:13:46.209Z,160152562621000
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:13:34.528Z,160152561452900
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:13:33.341Z,160152561334200
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:13:32.449Z,160152561245000
"""AAron @ SgIZePqJyI"" raises to 60",2020-10-01T04:13:31.543Z,160152561154400
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:13:20.794Z,160152560079500
"""Andrew @ wLSIrWJs7w"" posts a big blind of 10",2020-10-01T04:13:18.844Z,160152559884510
"""Cal @ C1JUuMhLYL"" posts a small blind of 5",2020-10-01T04:13:18.844Z,160152559884509
"Your hand is K♠, A♦",2020-10-01T04:13:18.844Z,160152559884506
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8652) | #4 ""Cal @ C1JUuMhLYL"" (5071) | #5 ""Andrew @ wLSIrWJs7w"" (1650) | #6 ""Justin @ _g_OqsZX-M"" (3910) | #8 ""AAron @ SgIZePqJyI"" (2305) | #9 ""meesh @ He9325iWeJ"" (2701) | #10 ""Steven @ GWM99dqAoi"" (3669)",2020-10-01T04:13:18.844Z,160152559884501
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""andy @ x1ssluuc4S"") --",2020-10-01T04:13:18.844Z,160152559884500
"-- ending hand #89 --",2020-10-01T04:13:11.800Z,160152559180203
"""Andrew @ wLSIrWJs7w"" shows a 6♠, 6♦.",2020-10-01T04:13:11.800Z,160152559180202
"""AAron @ SgIZePqJyI"" collected 765 from pot with Pair, K's (combination: K♠, K♦, Q♥, 10♠, 8♣)",2020-10-01T04:13:11.800Z,160152559180201
"""AAron @ SgIZePqJyI"" shows a 2♠, K♠.",2020-10-01T04:13:11.800Z,160152559180200
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:13:10.995Z,160152559099500
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:13:09.976Z,160152558997700
"river: Q♥, 8♣, K♦, 5♥ [10♠]",2020-10-01T04:13:07.001Z,160152558700700
"""Andrew @ wLSIrWJs7w"" calls 240",2020-10-01T04:13:06.197Z,160152558619700
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:12:47.408Z,160152556740800
"""AAron @ SgIZePqJyI"" raises to 240",2020-10-01T04:12:45.823Z,160152556582400
"""Andrew @ wLSIrWJs7w"" bets 120",2020-10-01T04:12:40.248Z,160152556024900
"turn: Q♥, 8♣, K♦ [5♥]",2020-10-01T04:12:22.139Z,160152554214100
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:12:21.332Z,160152554133300
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:12:19.504Z,160152553950500
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:12:15.916Z,160152553591700
"flop:  [Q♥, 8♣, K♦]",2020-10-01T04:12:09.617Z,160152552961900
"""AAron @ SgIZePqJyI"" calls 90",2020-10-01T04:12:08.812Z,160152552881300
"""Andrew @ wLSIrWJs7w"" calls 90",2020-10-01T04:12:04.802Z,160152552480300
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:11:59.717Z,160152551971800
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:11:58.312Z,160152551831300
"""Steven @ GWM99dqAoi"" raises to 90",2020-10-01T04:11:57.032Z,160152551703300
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:11:53.103Z,160152551310300
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T04:11:52.195Z,160152551219600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:11:50.801Z,160152551080200
"""Andrew @ wLSIrWJs7w"" raises to 30",2020-10-01T04:11:49.913Z,160152550991300
"""Cal @ C1JUuMhLYL"" posts a big blind of 10",2020-10-01T04:11:40.975Z,160152550097610
"""andy @ x1ssluuc4S"" posts a small blind of 5",2020-10-01T04:11:40.975Z,160152550097609
"Your hand is 2♠, K♠",2020-10-01T04:11:40.975Z,160152550097606
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8657) | #4 ""Cal @ C1JUuMhLYL"" (5081) | #5 ""Andrew @ wLSIrWJs7w"" (1980) | #6 ""Justin @ _g_OqsZX-M"" (3910) | #8 ""AAron @ SgIZePqJyI"" (1870) | #9 ""meesh @ He9325iWeJ"" (2701) | #10 ""Steven @ GWM99dqAoi"" (3759)",2020-10-01T04:11:40.975Z,160152550097601
"-- starting hand #89  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T04:11:40.975Z,160152550097600
"-- ending hand #88 --",2020-10-01T04:11:38.059Z,160152549806002
"""Andrew @ wLSIrWJs7w"" collected 460 from pot",2020-10-01T04:11:38.059Z,160152549806001
"Uncalled bet of 460 returned to ""Andrew @ wLSIrWJs7w""",2020-10-01T04:11:38.059Z,160152549806000
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:11:37.251Z,160152549725400
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:11:36.144Z,160152549614400
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:11:31.359Z,160152549136000
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:11:25.969Z,160152548597000
"""Andrew @ wLSIrWJs7w"" bets 460",2020-10-01T04:11:23.627Z,160152548362800
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T04:11:02.622Z,160152546262300
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:11:01.650Z,160152546165300
"flop:  [2♠, 2♦, 6♠]",2020-10-01T04:10:59.241Z,160152545924200
"""Cal @ C1JUuMhLYL"" calls 90",2020-10-01T04:10:58.432Z,160152545843300
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:10:56.173Z,160152545617300
"""Steven @ GWM99dqAoi"" calls 90",2020-10-01T04:10:50.053Z,160152545005400
"""meesh @ He9325iWeJ"" calls 90",2020-10-01T04:10:47.913Z,160152544791300
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:10:47.008Z,160152544700900
"""Justin @ _g_OqsZX-M"" calls 90",2020-10-01T04:10:37.153Z,160152543715400
"""Andrew @ wLSIrWJs7w"" raises to 90",2020-10-01T04:10:32.741Z,160152543274200
"""Cal @ C1JUuMhLYL"" raises to 30",2020-10-01T04:10:22.099Z,160152542210000
"""andy @ x1ssluuc4S"" posts a big blind of 10",2020-10-01T04:10:08.275Z,160152540828111
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T04:10:08.275Z,160152540828110
"Your hand is 6♦, 9♣",2020-10-01T04:10:08.275Z,160152540828107
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8667) | #4 ""Cal @ C1JUuMhLYL"" (5171) | #5 ""Andrew @ wLSIrWJs7w"" (1610) | #6 ""Justin @ _g_OqsZX-M"" (4000) | #8 ""AAron @ SgIZePqJyI"" (1870) | #9 ""meesh @ He9325iWeJ"" (2791) | #10 ""Steven @ GWM99dqAoi"" (3849)",2020-10-01T04:10:08.275Z,160152540828102
"-- starting hand #88  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T04:10:08.275Z,160152540828101
"The player ""Justin @ _g_OqsZX-M"" joined the game with a stack of 4000.",2020-10-01T04:10:08.275Z,160152540828100
"-- ending hand #87 --",2020-10-01T04:10:05.359Z,160152540535902
"""AAron @ SgIZePqJyI"" collected 280 from pot",2020-10-01T04:10:05.359Z,160152540535901
"Uncalled bet of 300 returned to ""AAron @ SgIZePqJyI""",2020-10-01T04:10:05.359Z,160152540535900
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:10:04.554Z,160152540455400
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:09:58.683Z,160152539868600
"""AAron @ SgIZePqJyI"" bets 300",2020-10-01T04:09:54.884Z,160152539488500
"""Andrew @ wLSIrWJs7w"" checks",2020-10-01T04:09:51.483Z,160152539148400
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:09:48.431Z,160152538843200
"flop:  [10♦, 3♠, 6♥]",2020-10-01T04:09:45.068Z,160152538506900
"""Andrew @ wLSIrWJs7w"" calls 90",2020-10-01T04:09:44.260Z,160152538426100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:09:42.086Z,160152538208700
"""meesh @ He9325iWeJ"" calls 90",2020-10-01T04:09:32.427Z,160152537242800
"""AAron @ SgIZePqJyI"" raises to 90",2020-10-01T04:09:28.422Z,160152536842300
"""Andrew @ wLSIrWJs7w"" raises to 30",2020-10-01T04:09:23.428Z,160152536342900
"The admin approved the player ""Justin @ _g_OqsZX-M"" participation with a stack of 4000.",2020-10-01T04:09:19.472Z,160152535947500
"The player ""Justin @ _g_OqsZX-M"" requested a seat.",2020-10-01T04:09:13.822Z,160152535382300
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:09:07.940Z,160152534794100
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:08:57.081Z,160152533708100
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T04:08:55.616Z,160152533562511
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T04:08:55.616Z,160152533562510
"Your hand is A♦, J♣",2020-10-01T04:08:55.616Z,160152533562507
"Player stacks: #1 ""andy @ x1ssluuc4S"" (8667) | #4 ""Cal @ C1JUuMhLYL"" (5171) | #5 ""Andrew @ wLSIrWJs7w"" (1700) | #8 ""AAron @ SgIZePqJyI"" (1680) | #9 ""meesh @ He9325iWeJ"" (2881) | #10 ""Steven @ GWM99dqAoi"" (3859)",2020-10-01T04:08:55.616Z,160152533562503
"-- starting hand #87  (No Limit Texas Hold'em) (dealer: ""AAron @ SgIZePqJyI"") --",2020-10-01T04:08:55.616Z,160152533562502
"The player ""Justin @ _g_OqsZX-M"" quits the game with a stack of 0.",2020-10-01T04:08:55.616Z,160152533562501
"The admin updated the player ""Steven @ GWM99dqAoi"" stack from 1859 to 3859.",2020-10-01T04:08:55.616Z,160152533562500
"""Cal @ C1JUuMhLYL"" shows a Q♠, A♥.",2020-10-01T04:08:49.744Z,160152532974500
"-- ending hand #86 --",2020-10-01T04:08:49.105Z,160152532910701
"""andy @ x1ssluuc4S"" collected 5757 from pot with Pair, J's (combination: J♠, J♦, A♠, Q♥, 8♣)",2020-10-01T04:08:49.105Z,160152532910700
"river: Q♥, 4♠, A♠, 2♠ [8♣]",2020-10-01T04:08:46.083Z,160152532608800
"turn: Q♥, 4♠, A♠ [2♠]",2020-10-01T04:08:43.048Z,160152532305000
"flop:  [Q♥, 4♠, A♠]",2020-10-01T04:08:40.035Z,160152532003600
"""Justin @ _g_OqsZX-M"" shows a 9♠, 9♣.",2020-10-01T04:08:37.022Z,160152531702301
"""andy @ x1ssluuc4S"" shows a J♠, J♦.",2020-10-01T04:08:37.022Z,160152531702300
"""andy @ x1ssluuc4S"" calls 2786",2020-10-01T04:08:36.216Z,160152531621700
"""meesh @ He9325iWeJ"" folds",2020-10-01T04:08:35.142Z,160152531514300
"""Justin @ _g_OqsZX-M"" raises to 2786 and go all in",2020-10-01T04:08:26.533Z,160152530653400
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:08:19.989Z,160152529998900
"WARNING: the admin queued the stack change for the player ""Steven @ GWM99dqAoi"" adding 2000 chips in the next hand.",2020-10-01T04:08:03.648Z,160152528364900
"""andy @ x1ssluuc4S"" raises to 550",2020-10-01T04:07:43.911Z,160152526391200
"""meesh @ He9325iWeJ"" calls 90",2020-10-01T04:07:36.823Z,160152525682300
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:07:35.565Z,160152525556600
"""Justin @ _g_OqsZX-M"" calls 90",2020-10-01T04:07:34.128Z,160152525412900
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:07:33.228Z,160152525322800
"""Cal @ C1JUuMhLYL"" raises to 90",2020-10-01T04:07:32.327Z,160152525232800
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T04:07:23.878Z,160152524387900
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:07:06.230Z,160152522623100
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T04:07:04.495Z,160152522449610
"""AAron @ SgIZePqJyI"" posts a small blind of 5",2020-10-01T04:07:04.495Z,160152522449609
"Your hand is 10♠, 7♦",2020-10-01T04:07:04.495Z,160152522449606
"Player stacks: #1 ""andy @ x1ssluuc4S"" (5696) | #4 ""Cal @ C1JUuMhLYL"" (5261) | #5 ""Andrew @ wLSIrWJs7w"" (1700) | #6 ""Justin @ _g_OqsZX-M"" (2786) | #8 ""AAron @ SgIZePqJyI"" (1685) | #9 ""meesh @ He9325iWeJ"" (2971) | #10 ""Steven @ GWM99dqAoi"" (1859)",2020-10-01T04:07:04.495Z,160152522449601
"-- starting hand #86  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T04:07:04.495Z,160152522449600
"-- ending hand #85 --",2020-10-01T04:07:01.582Z,160152522158302
"""meesh @ He9325iWeJ"" collected 125 from pot",2020-10-01T04:07:01.582Z,160152522158301
"Uncalled bet of 50 returned to ""meesh @ He9325iWeJ""",2020-10-01T04:07:01.582Z,160152522158300
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:07:00.776Z,160152522077700
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:06:59.873Z,160152521987400
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:06:54.379Z,160152521438000
"""meesh @ He9325iWeJ"" bets 50",2020-10-01T04:06:40.128Z,160152520012900
"""AAron @ SgIZePqJyI"" checks",2020-10-01T04:06:33.963Z,160152519396300
"flop:  [5♣, 9♦, A♥]",2020-10-01T04:06:28.304Z,160152518830500
"""AAron @ SgIZePqJyI"" calls 30",2020-10-01T04:06:27.497Z,160152518749800
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:06:13.027Z,160152517302800
"""Andrew @ wLSIrWJs7w"" calls 30",2020-10-01T04:06:12.132Z,160152517213300
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:05:52.213Z,160152515221400
"""andy @ x1ssluuc4S"" calls 30",2020-10-01T04:05:50.507Z,160152515050800
"""Steven @ GWM99dqAoi"" folds",2020-10-01T04:05:47.164Z,160152514716500
"""meesh @ He9325iWeJ"" raises to 30",2020-10-01T04:05:46.149Z,160152514614900
"""AAron @ SgIZePqJyI"" posts a big blind of 10",2020-10-01T04:05:41.034Z,160152514103911
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T04:05:41.034Z,160152514103910
"Your hand is K♦, Q♣",2020-10-01T04:05:41.034Z,160152514103907
"Player stacks: #1 ""andy @ x1ssluuc4S"" (5726) | #4 ""Cal @ C1JUuMhLYL"" (5261) | #5 ""Andrew @ wLSIrWJs7w"" (1730) | #6 ""Justin @ _g_OqsZX-M"" (2791) | #8 ""AAron @ SgIZePqJyI"" (1715) | #9 ""meesh @ He9325iWeJ"" (2876) | #10 ""Steven @ GWM99dqAoi"" (1859)",2020-10-01T04:05:41.034Z,160152514103902
"-- starting hand #85  (No Limit Texas Hold'em) (dealer: ""Andrew @ wLSIrWJs7w"") --",2020-10-01T04:05:41.034Z,160152514103901
"The player ""Chris @ 1YCO6xRgZF"" quits the game with a stack of 0.",2020-10-01T04:05:41.034Z,160152514103900
"""Steven @ GWM99dqAoi"" shows a 4♥, K♥.",2020-10-01T04:05:35.007Z,160152513500800
"-- ending hand #84 --",2020-10-01T04:05:33.519Z,160152513352103
"""Chris @ 1YCO6xRgZF"" shows a Q♠, J♥.",2020-10-01T04:05:33.519Z,160152513352102
"""meesh @ He9325iWeJ"" collected 2467 from pot with Three of a Kind, K's (combination: K♠, K♣, K♦, J♣, 5♦)",2020-10-01T04:05:33.519Z,160152513352101
"""meesh @ He9325iWeJ"" shows a K♠, K♣.",2020-10-01T04:05:33.519Z,160152513352100
"""Steven @ GWM99dqAoi"" checks",2020-10-01T04:05:32.712Z,160152513271300
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:05:31.395Z,160152513139600
"river: K♦, 3♠, J♣, 5♦ [2♦]",2020-10-01T04:05:26.685Z,160152512669000
"""Steven @ GWM99dqAoi"" calls 500",2020-10-01T04:05:25.881Z,160152512588200
"""meesh @ He9325iWeJ"" bets 500",2020-10-01T04:05:07.822Z,160152510782300
"turn: K♦, 3♠, J♣ [5♦]",2020-10-01T04:05:02.829Z,160152510283100
"""meesh @ He9325iWeJ"" calls 348",2020-10-01T04:05:01.978Z,160152510198000
"""Chris @ 1YCO6xRgZF"" calls 306 and go all in",2020-10-01T04:05:00.322Z,160152510032300
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T04:04:58.507Z,160152509850800
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T04:04:56.337Z,160152509633800
"""Steven @ GWM99dqAoi"" bets 348",2020-10-01T04:04:44.302Z,160152508430300
"""meesh @ He9325iWeJ"" checks",2020-10-01T04:04:41.291Z,160152508129200
"""Chris @ 1YCO6xRgZF"" checks",2020-10-01T04:04:25.405Z,160152506540600
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T04:04:23.498Z,160152506349900
"flop:  [K♦, 3♠, J♣]",2020-10-01T04:04:20.885Z,160152506088700
"""meesh @ He9325iWeJ"" calls 90",2020-10-01T04:04:20.067Z,160152506006800
"""AAron @ SgIZePqJyI"" folds",2020-10-01T04:04:18.587Z,160152505858800
"""Chris @ 1YCO6xRgZF"" calls 90",2020-10-01T04:04:17.676Z,160152505767700
"""Justin @ _g_OqsZX-M"" calls 90",2020-10-01T04:04:14.665Z,160152505466600
"""Andrew @ wLSIrWJs7w"" folds",2020-10-01T04:04:13.775Z,160152505377600
"""Cal @ C1JUuMhLYL"" calls 90",2020-10-01T04:04:07.203Z,160152504720400
"""andy @ x1ssluuc4S"" folds",2020-10-01T04:04:02.062Z,160152504206300
"""Steven @ GWM99dqAoi"" raises to 90",2020-10-01T04:03:59.300Z,160152503930100
"""meesh @ He9325iWeJ"" raises to 30",2020-10-01T04:03:44.863Z,160152502486400
"""AAron @ SgIZePqJyI"" calls 10",2020-10-01T04:03:41.094Z,160152502109400
"""Chris @ 1YCO6xRgZF"" calls 10",2020-10-01T04:03:39.873Z,160152501987400
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T04:03:37.343Z,160152501734511
"""Andrew @ wLSIrWJs7w"" posts a small blind of 5",2020-10-01T04:03:37.343Z,160152501734510
"Your hand is 10♠, 8♠",2020-10-01T04:03:37.343Z,160152501734507
